Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Ipanema;2;1;1;78;5900.0;1175.0;
Casa;Riachuelo;3;1;0;85;1350.0;;18.0
Loft;Barra da Tijuca;2;2;1;100;5500.0;1800.0;400.0
Flat;Copacabana;1;0;1;52;5500.0;1500.0;
Casa;Campo Grande;1;0;0;100;1500.0;;
Loja/Salão;Realengo;0;0;0;100;3000.0;;
Apartamento;Barra da Tijuca;2;1;1;73;2999.0;;
Apartamento;Copacabana;1;0;1;40;1400.0;435.0;24.0
Apartamento;Copacabana;2;0;0;70;2600.0;;
Apartamento;Freguesia (Jacarepaguá);2;1;0;70;1300.0;580.0;300.0
Apartamento;Cachambi;2;1;0;60;1400.0;280.0;125.0
Apartamento;Tijuca;3;1;1;98;2400.0;660.0;113.0
Apartamento;Campo Grande;2;0;0;75;990.0;;
Apartamento;Ipanema;1;0;0;85;2000.0;605.0;180.0
Apartamento;Anchieta;2;1;0;60;700.0;;
Apartamento;Leme;2;0;0;75;2600.0;878.0;
Apartamento;Copacabana;3;1;0;100;2500.0;1204.0;
Apartamento;Copacabana;2;0;0;49;2500.0;566.0;92.0
Apartamento;Vila Isabel;2;0;0;64;1100.0;531.0;21.0
Apartamento;Recreio dos Bandeirantes;3;1;1;80;1700.0;1090.0;1300.0
Apartamento;Largo do Machado;2;1;1;70;3300.0;1500.0;200.0
Conjunto Comercial/Sala;Centro;0;0;0;67;2500.0;1220.0;2771.0
Apartamento;Copacabana;2;0;0;62;3500.0;850.0;170.0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2000.0;650.0;114.0
Apartamento;Del Castilho;2;1;1;52;1150.0;481.0;
Apartamento;Vila Isabel;2;2;0;90;2100.0;300.0;94.0
Apartamento;São Conrado;1;1;0;55;2970.0;960.0;190.0
Loja/Salão;Penha Circular;0;0;0;60;1200.0;;
Apartamento;Curicica;2;1;2;60;1400.0;550.0;
Apartamento;Laranjeiras;2;1;0;75;2000.0;895.0;107.0
Apartamento;Leblon;2;0;1;80;4500.0;;
Loja/Salão;Irajá;0;0;0;78;2700.0;;50.0
Loja/Salão;Jardim Sulacap;0;1;0;40;2200.0;;
Casa Comercial;Freguesia (Jacarepaguá);0;0;0;80;5000.0;2234.0;307.0
Apartamento;Tijuca;2;1;0;74;1600.0;860.0;83.0
Apartamento;Recreio dos Bandeirantes;2;2;1;90;2100.0;850.0;161.0
Apartamento;Ipanema;2;0;0;60;2500.0;848.0;
Apartamento;Copacabana;2;0;0;52;1900.0;800.0;320.0
Apartamento;Leme;2;0;0;60;2650.0;740.0;79.0
Casa;Campo Grande;3;1;1;100;1500.0;;
Flat;Recreio dos Bandeirantes;1;1;0;50;2300.0;1200.0;170.0
Apartamento;Vila Isabel;1;0;0;60;800.0;303.0;25.0
Apartamento;Copacabana;1;0;0;55;1500.0;650.0;100.0
Apartamento;Barra da Tijuca;2;1;1;90;2450.0;1404.0;2819.0
Apartamento;Leme;2;0;1;75;;878.0;
Apartamento;Tijuca;2;1;1;84;1800.0;815.0;107.0
Apartamento;Recreio dos Bandeirantes;2;2;1;81;1900.0;700.0;1600.0
Apartamento;Ipanema;2;0;0;65;3900.0;1215.0;133.0
Apartamento;Pechincha;2;1;0;63;800.0;456.0;36.0
Apartamento;Jacarepaguá;3;1;1;64;1800.0;750.0;50.0
Apartamento;Méier;3;1;1;83;1000.0;836.0;95.0
Apartamento;Copacabana;2;0;0;75;2800.0;1200.0;90.0
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;42;2000.0;900.0;120.0
Casa;Lins de Vasconcelos;2;1;0;93;1500.0;;17.0
Apartamento;Jacarepaguá;3;1;1;74;2200.0;770.0;500.0
Apartamento;Ipanema;3;0;0;90;3500.0;653.0;228.0
Apartamento;Tanque;2;1;0;56;900.0;589.0;14.0
Loja/Salão;Recreio dos Bandeirantes;0;0;0;100;4000.0;652.0;
Apartamento;Centro;1;0;0;50;1500.0;450.0;25.0
Apartamento;Madureira;2;0;0;42;650.0;373.0;
Apartamento;Tijuca;2;1;0;62;2100.0;510.0;
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1800.0;460.0;
Apartamento;Barra da Tijuca;1;1;0;70;1900.0;1100.0;1450.0
Apartamento;Jacarepaguá;2;1;1;68;2350.0;543.0;15.0
Apartamento;Recreio dos Bandeirantes;1;1;1;55;1500.0;1200.0;220.0
Apartamento;Laranjeiras;2;0;0;84;2300.0;1004.0;
Conjunto Comercial/Sala;Centro;0;1;0;70;1200.0;1900.0;421.0
Apartamento;Campo Grande;2;1;1;70;1300.0;350.0;
Apartamento;Barra da Tijuca;2;1;1;70;2800.0;970.0;70.0
Apartamento;Copacabana;3;1;0;74;3200.0;885.0;152.0
Conjunto Comercial/Sala;Ipanema;0;0;0;90;6000.0;664.0;265.0
Apartamento;Recreio dos Bandeirantes;3;0;2;90;2000.0;715.0;154.0
Apartamento;Penha;1;0;0;45;900.0;;
Apartamento;Tijuca;3;1;1;98;2400.0;823.0;173.0
Apartamento;Barra da Tijuca;2;1;1;77;1850.0;1061.0;
Apartamento;Leblon;1;1;0;50;3200.0;1012.0;180.0
Apartamento;Ipanema;1;1;0;85;12500.0;4000.0;500.0
Apartamento;Ipanema;1;0;0;43;3200.0;520.0;125.0
Apartamento;Copacabana;3;1;1;95;4000.0;1326.0;240.0
Apartamento;Copacabana;2;0;0;80;2000.0;900.0;1484.0
Apartamento;Tanque;2;1;1;60;1100.0;660.0;41.0
Apartamento;Praça da Bandeira;3;0;0;68;1500.0;515.0;48.0
Apartamento;Curicica;2;1;0;49;1000.0;150.0;
Conjunto Comercial/Sala;Centro;0;0;0;70;2400.0;618.0;
Apartamento;Maracanã;2;1;1;82;1900.0;850.0;
Apartamento;Méier;2;1;0;79;1400.0;560.0;36.0
Conjunto Comercial/Sala;Botafogo;0;1;0;100;11000.0;2800.0;800.0
Apartamento;Vila da Penha;3;0;1;81;1200.0;260.0;
Flat;Ipanema;2;1;1;100;10000.0;4000.0;500.0
Loja/Salão;Copacabana;0;0;0;75;12000.0;;470.0
Apartamento;Barra da Tijuca;2;1;1;99;2400.0;1543.0;338.0
Apartamento;Vila Isabel;2;0;0;70;1600.0;608.0;
Apartamento;Tijuca;2;1;1;82;1500.0;750.0;66.0
Apartamento;Leblon;1;0;1;45;3000.0;890.0;95.0
Apartamento;Maracanã;2;0;0;40;800.0;176.0;81.0
Apartamento;Recreio dos Bandeirantes;2;1;1;77;1600.0;820.0;175.0
Loft;Copacabana;1;0;0;50;3900.0;800.0;20.0
Apartamento;Tijuca;2;1;0;75;1700.0;880.0;120.0
Apartamento;Copacabana;2;1;0;70;3100.0;1900.0;229.0
Loja/Salão;Copacabana;0;0;0;72;5800.0;;
Apartamento;Leme;1;1;0;50;2550.0;600.0;27.0
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1339.0;187.0
Flat;Ipanema;2;1;1;100;8000.0;4300.0;400.0
Apartamento;Lagoa;1;1;0;57;4500.0;1885.0;250.0
Apartamento;Copacabana;1;0;0;55;3000.0;900.0;100.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;800.0;570.0;162.0
Flat;Ipanema;2;1;1;100;11000.0;4084.0;640.0
Apartamento;Leblon;2;1;1;80;5500.0;1648.0;251.0
Apartamento;Copacabana;2;0;0;69;2400.0;847.0;116.0
Apartamento;Humaitá;3;1;0;88;3200.0;790.0;191.0
Apartamento;Barra da Tijuca;2;1;1;63;2200.0;1800.0;
Apartamento;Vila Isabel;2;1;0;80;1600.0;630.0;65.0
Casa de Condomínio;Vargem Grande;3;1;1;100;2000.0;200.0;1.0
Apartamento;Humaitá;2;0;0;70;2400.0;700.0;172.0
Conjunto Comercial/Sala;Centro;0;0;0;50;1500.0;;
Apartamento;Copacabana;1;0;0;50;1500.0;685.0;110.0
Apartamento;Leblon;1;0;1;57;3750.0;730.0;208.0
Apartamento;Copacabana;2;0;0;70;2200.0;730.0;148.0
Apartamento;Flamengo;1;0;0;48;1450.0;580.0;67.0
Apartamento;Pechincha;2;1;0;75;800.0;485.0;
Apartamento;Catumbi;2;1;0;53;650.0;502.0;
Conjunto Comercial/Sala;Ipanema;0;0;0;40;1200.0;4500.0;800.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;792.0;95.0
Apartamento;Tijuca;2;0;0;95;1300.0;680.0;129.0
Apartamento;Botafogo;2;1;1;78;4315.0;1105.0;187.0
Apartamento;Rio Comprido;2;1;1;52;1500.0;520.0;
Loja/Salão;Grajaú;0;1;0;46;2000.0;;223.0
Apartamento;Recreio dos Bandeirantes;2;1;1;86;2100.0;1050.0;135.0
Apartamento;Barra da Tijuca;2;1;1;72;1800.0;892.0;187.0
Apartamento;São Francisco Xavier;2;0;0;58;1000.0;190.0;
Apartamento;Campo Grande;2;0;0;70;750.0;;
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;68;1500.0;2210.0;489.0
Apartamento;Leblon;2;0;0;80;3200.0;1200.0;247.0
Apartamento;Barra da Tijuca;1;1;0;68;2000.0;800.0;230.0
Apartamento;Cosmos;2;1;0;42;800.0;260.0;
Apartamento;Ipanema;1;1;0;46;4000.0;651.0;78.0
Apartamento;Vila Isabel;2;1;0;72;1500.0;450.0;90.0
Apartamento;Campo Grande;2;1;0;55;600.0;196.0;
Apartamento;Engenho Novo;2;1;1;68;700.0;765.0;14.0
Apartamento;Santa Teresa;2;0;0;70;1500.0;510.0;
Apartamento;Freguesia (Jacarepaguá);2;1;1;86;1150.0;790.0;598.0
Apartamento;Leblon;2;1;0;80;5600.0;1600.0;300.0
Apartamento;Copacabana;1;0;0;50;2300.0;530.0;75.0
Casa de Vila;Pechincha;2;1;0;98;1350.0;330.0;36.0
Conjunto Comercial/Sala;Centro;0;0;0;80;1500.0;1069.0;319.0
Apartamento;Andaraí;3;0;1;85;1700.0;380.0;35.0
Apartamento;Pavuna;2;0;0;50;650.0;350.0;
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;1230.0;270.0
Apartamento;Catete;2;0;0;70;2200.0;600.0;90.0
Apartamento;Copacabana;2;0;0;73;2300.0;700.0;
Apartamento;Penha;2;0;0;65;1000.0;142.0;
Apartamento;Guadalupe;2;0;0;70;800.0;;
Apartamento;Grajaú;2;0;0;64;1100.0;613.0;
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1000.0;120.0
Conjunto Comercial/Sala;Tijuca;0;1;0;41;1600.0;1298.0;
Flat;Ipanema;2;2;1;100;9000.0;4100.0;4419.0
Apartamento;Ipanema;2;1;1;80;3500.0;1000.0;206.0
Apartamento;Barra da Tijuca;2;1;1;93;2550.0;990.0;170.0
Apartamento;Leme;3;1;0;79;3000.0;1350.0;200.0
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;87;3500.0;3124.0;720.0
Apartamento;Senador Vasconcelos;1;1;1;50;800.0;180.0;
Apartamento;Vila Isabel;2;2;0;62;1500.0;775.0;50.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;60;950.0;583.0;140.0
Casa de Vila;Madureira;1;1;0;45;750.0;30.0;
Apartamento;Tijuca;2;0;0;70;1300.0;420.0;25.0
Apartamento;Barra da Tijuca;2;1;1;73;2000.0;886.0;
Apartamento;Leblon;2;1;1;82;3500.0;1120.0;389.0
Apartamento;Lapa;1;1;0;50;2150.0;885.0;50.0
Apartamento;Humaitá;3;2;1;92;3500.0;1300.0;225.0
Flat;Lagoa;2;1;1;85;4000.0;1950.0;350.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;72;2500.0;2500.0;560.0
Apartamento;Taquara;2;1;0;100;1200.0;200.0;80.0
Apartamento;Lins de Vasconcelos;2;1;0;69;1200.0;494.0;117.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;60;2000.0;1100.0;430.0
Apartamento;Barra da Tijuca;1;1;1;82;2200.0;1405.0;24.0
Apartamento;Copacabana;3;1;0;80;3100.0;700.0;173.0
Apartamento;Recreio dos Bandeirantes;2;3;1;100;2200.0;625.0;198.0
Apartamento;Barra da Tijuca;2;1;1;78;2100.0;1350.0;140.0
Flat;Ipanema;2;1;1;100;8000.0;4300.0;400.0
Flat;Copacabana;1;1;1;60;4500.0;;
Apartamento;Tijuca;2;0;0;69;1200.0;530.0;80.0
Apartamento;Recreio dos Bandeirantes;2;2;1;92;2800.0;850.0;
Apartamento;Tijuca;2;0;0;69;1600.0;200.0;20.0
Apartamento;Méier;3;0;0;57;1300.0;365.0;16.0
Apartamento;Lagoa;2;1;0;58;2500.0;1472.0;
Apartamento;Ipanema;2;0;1;82;4000.0;903.0;160.0
Apartamento;Botafogo;2;1;1;90;3200.0;920.0;130.0
Loja/Salão;Campo Grande;0;0;0;100;13000.0;;
Casa;Vila Isabel;3;0;0;75;2100.0;;67.0
Apartamento;Del Castilho;2;1;1;54;1250.0;420.0;
Apartamento;Ipanema;2;1;0;70;4000.0;614.0;
Apartamento;Méier;2;0;0;40;950.0;297.0;14.0
Apartamento;Quintino Bocaiúva;2;0;0;90;1000.0;500.0;26.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;94;7900.0;2650.0;
Apartamento;Leblon;2;1;0;80;3600.0;930.0;123.0
Apartamento;Laranjeiras;2;0;0;74;2300.0;592.0;100.0
Apartamento;Higienópolis;1;0;0;45;700.0;;25.0
Casa;Pedra de Guaratiba;2;3;0;100;1200.0;;
Flat;Ipanema;2;2;2;90;10000.0;4600.0;350.0
Apartamento;Tijuca;3;0;0;86;2500.0;561.0;113.0
Apartamento;Campo Grande;2;1;0;55;850.0;;
Apartamento;Barra da Tijuca;3;0;1;86;1600.0;928.0;251.0
Apartamento;Rio Comprido;3;0;0;86;1600.0;350.0;
Apartamento;Pechincha;2;1;1;70;1550.0;500.0;
Apartamento;Barra da Tijuca;2;1;1;70;1750.0;635.0;13.0
Apartamento;Ipanema;2;1;0;100;2800.0;815.0;244.0
Conjunto Comercial/Sala;Centro;0;0;0;60;1800.0;565.0;
Apartamento;Recreio dos Bandeirantes;2;1;1;67;1600.0;750.0;112.0
Apartamento;Engenho Novo;1;0;1;40;500.0;456.0;36.0
Apartamento;Laranjeiras;2;1;1;90;3400.0;1865.0;280.0
Apartamento;Ipanema;1;1;0;55;4000.0;780.0;120.0
Apartamento;Barra da Tijuca;1;1;0;63;2200.0;996.0;116.0
Apartamento;Maracanã;2;1;0;60;1600.0;472.0;
Apartamento;Botafogo;2;1;0;45;2200.0;425.0;30.0
Apartamento;Tijuca;2;0;0;70;1500.0;876.0;97.0
Apartamento;Recreio dos Bandeirantes;2;1;1;74;2300.0;600.0;
Apartamento;Barra da Tijuca;2;1;1;98;2900.0;1080.0;
Apartamento;Freguesia (Jacarepaguá);1;1;0;48;1000.0;450.0;
Apartamento;Jacarepaguá;3;1;1;82;2100.0;735.0;65.0
Conjunto Comercial/Sala;Centro;0;0;0;67;700.0;1075.0;244.0
Apartamento;Barra da Tijuca;2;1;1;72;2200.0;1390.0;120.0
Apartamento;Engenho Novo;2;1;0;66;1200.0;610.0;35.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;939.0;187.0
Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;0;0;50;700.0;1427.0;327.0
Apartamento;Recreio dos Bandeirantes;2;1;1;67;1600.0;750.0;112.0
Apartamento;Ipanema;2;0;2;80;16000.0;2000.0;3500.0
Apartamento;Recreio dos Bandeirantes;3;2;1;80;1700.0;800.0;115.0
Casa;Vila Isabel;2;0;0;45;1400.0;80.0;
Apartamento;Vila Kosmos;2;1;0;82;1650.0;218.0;
Apartamento;Cascadura;2;1;1;60;1300.0;590.0;40.0
Conjunto Comercial/Sala;Botafogo;0;3;0;100;9000.0;2870.0;
Apartamento;Freguesia (Jacarepaguá);2;1;1;65;1200.0;550.0;100.0
Apartamento;Santa Teresa;2;0;1;65;2500.0;850.0;130.0
Apartamento;Grajaú;1;0;0;68;1700.0;150.0;25.0
Apartamento;Barra da Tijuca;2;1;1;74;2300.0;1350.0;
Apartamento;Rio Comprido;3;0;0;86;1800.0;530.0;76.0
Apartamento;Piedade;2;1;0;55;900.0;;
Apartamento;Grajaú;3;0;0;80;1600.0;600.0;240.0
Apartamento;Copacabana;2;0;0;85;3000.0;988.0;106.0
Quitinete;Copacabana;1;0;1;40;4000.0;400.0;
Apartamento;Jardim Botânico;2;1;1;80;3800.0;900.0;140.0
Apartamento;Tijuca;2;0;0;74;1200.0;797.0;
Apartamento;Engenho de Dentro;2;1;0;46;800.0;503.0;135.0
Apartamento;Recreio dos Bandeirantes;3;2;1;79;2400.0;944.0;155.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;800.0;307.0;14.0
Apartamento;Copacabana;3;0;0;79;4000.0;1253.0;
Apartamento;Ipanema;2;1;0;70;4000.0;614.0;150.0
Casa de Vila;Paquetá;1;0;0;50;1100.0;;7.0
Apartamento;Flamengo;2;0;0;97;2800.0;770.0;167.0
Loja/Salão;Botafogo;0;0;0;95;11900.0;;625.0
Apartamento;Botafogo;3;1;1;95;4200.0;1110.0;
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2500.0;980.0;190.0
Apartamento;Campo Grande;2;1;1;58;600.0;300.0;
Apartamento;Engenho Novo;2;2;0;59;1100.0;273.0;
Apartamento;Freguesia (Jacarepaguá);3;2;2;94;2500.0;610.0;
Apartamento;Tijuca;2;0;0;66;1900.0;500.0;82.0
Apartamento;Recreio dos Bandeirantes;2;1;2;90;1600.0;1350.0;200.0
Loja/Salão;Tijuca;0;0;0;64;3000.0;4000.0;1900.0
Apartamento;Tijuca;2;0;0;70;2000.0;700.0;80.0
Apartamento;Campinho;2;1;0;45;850.0;250.0;
Apartamento;Jardim Botânico;2;2;1;75;2900.0;1423.0;194.0
Apartamento;Ipanema;2;1;0;78;3600.0;644.0;128.0
Apartamento;Cachambi;2;1;0;65;1000.0;800.0;15.0
Apartamento;Leblon;1;1;0;60;3600.0;728.0;
Apartamento;Freguesia (Jacarepaguá);2;1;0;56;970.0;506.0;13.0
Apartamento;Vila Isabel;1;0;0;42;1250.0;385.0;25.0
Loja/Salão;Copacabana;0;0;0;54;2500.0;1200.0;399.0
Apartamento;Bonsucesso;2;0;0;60;1100.0;270.0;
Apartamento;Tijuca;2;1;1;73;1800.0;902.0;
Loja/Salão;Pechincha;0;0;0;40;2500.0;900.0;
Apartamento;Vila Isabel;2;1;0;58;1300.0;590.0;20.0
Casa;Campo Grande;2;3;0;80;1300.0;;
Apartamento;Leblon;2;1;1;70;6000.0;1200.0;180.0
Apartamento;Gávea;2;1;1;90;4600.0;900.0;
Apartamento;Ipanema;2;2;2;75;5500.0;1900.0;253.0
Conjunto Comercial/Sala;Ipanema;0;0;0;70;5000.0;1500.0;700.0
Loja/Salão;Ribeira;0;0;0;60;2000.0;;135.0
Apartamento;Méier;2;1;1;85;1850.0;480.0;35.0
Conjunto Comercial/Sala;Centro;0;0;0;41;800.0;516.0;200.0
Flat;Copacabana;1;1;0;43;1887.0;2117.0;495.0
Apartamento;Barra da Tijuca;3;2;1;72;3200.0;1200.0;110.0
Apartamento;Copacabana;2;0;0;70;2500.0;1176.0;
Apartamento;Copacabana;2;0;0;75;2200.0;560.0;1000.0
Conjunto Comercial/Sala;Centro;0;0;0;75;2700.0;1417.0;
Apartamento;Tijuca;2;1;0;61;1400.0;471.0;50.0
Apartamento;São Conrado;1;2;1;60;1800.0;1170.0;60.0
Apartamento;Tijuca;3;1;1;68;2400.0;1015.0;1152.0
Apartamento;Leblon;3;1;0;90;3700.0;980.0;320.0
Apartamento;Barra da Tijuca;2;1;1;70;1600.0;960.0;
Apartamento;Copacabana;2;0;1;90;3500.0;;
Apartamento;Vila Isabel;2;2;1;70;1300.0;650.0;21.0
Casa;Senador Vasconcelos;1;0;0;50;500.0;;
Apartamento;Botafogo;3;0;1;91;2300.0;305.0;166.0
Apartamento;Flamengo;2;1;1;80;2600.0;1100.0;
Loja/Salão;Lins de Vasconcelos;0;0;0;45;1000.0;;
Apartamento;Botafogo;1;0;0;70;1550.0;320.0;90.0
Apartamento;Humaitá;2;0;0;70;2100.0;620.0;100.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;72;3000.0;497.0;801.0
Apartamento;Tijuca;2;1;1;80;3000.0;750.0;139.0
Apartamento;Botafogo;2;1;1;76;2950.0;945.0;156.0
Loja Shopping/ Ct Comercial;Gávea;0;0;0;50;7300.0;1645.0;790.0
Apartamento;Barra da Tijuca;3;1;1;90;2450.0;1466.0;166.0
Apartamento;Penha;2;1;0;60;800.0;280.0;
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;2;0;54;1200.0;1130.0;105.0
Apartamento;Barra da Tijuca;3;2;1;74;2500.0;622.0;64.0
Apartamento;Recreio dos Bandeirantes;3;1;1;83;1750.0;463.0;
Apartamento;São Conrado;2;1;1;80;2900.0;660.0;
Conjunto Comercial/Sala;Tijuca;0;1;0;58;1300.0;940.0;180.0
Apartamento;Anil;1;0;0;52;1000.0;;
Apartamento;Leblon;2;2;1;94;7500.0;1800.0;320.0
Conjunto Comercial/Sala;Centro;0;0;0;80;1200.0;2298.0;221.0
Apartamento;Freguesia (Jacarepaguá);2;2;1;92;2500.0;733.0;135.0
Loja/Salão;Barra da Tijuca;0;1;0;57;1500.0;1300.0;430.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;74;1900.0;695.0;100.0
Apartamento;Leblon;2;1;1;96;4950.0;1530.0;316.0
Flat;Leblon;2;1;2;85;7500.0;977.0;281.0
Apartamento;Tijuca;2;1;1;78;2300.0;560.0;82.0
Apartamento;Recreio dos Bandeirantes;2;1;1;71;2300.0;600.0;
Apartamento;Barra da Tijuca;1;1;1;44;1000.0;790.0;15.0
Apartamento;Curicica;2;1;0;63;1100.0;400.0;20.0
Apartamento;Humaitá;2;0;0;67;2600.0;628.0;101.0
Apartamento;São Cristóvão;2;1;0;46;1350.0;373.0;
Apartamento;Barra da Tijuca;2;1;1;78;2300.0;945.0;130.0
Apartamento;Humaitá;2;0;1;96;3400.0;895.0;163.0
Apartamento;Maracanã;2;0;1;79;2300.0;907.0;99.0
Apartamento;Lagoa;2;2;1;98;3600.0;800.0;270.0
Apartamento;Barra da Tijuca;2;1;2;86;2800.0;1400.0;250.0
Apartamento;Barra da Tijuca;1;1;0;75;2200.0;1160.0;333.0
Apartamento;Gávea;2;1;0;78;3400.0;983.0;
Apartamento;Barra da Tijuca;1;1;0;67;1500.0;1170.0;
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;80;4500.0;1988.0;489.0
Conjunto Comercial/Sala;Centro;0;0;0;100;4000.0;3500.0;477.0
Apartamento;Barra da Tijuca;2;1;1;68;2300.0;790.0;166.0
Apartamento;Pechincha;3;1;1;75;1500.0;590.0;
Loja/Salão;Recreio dos Bandeirantes;0;0;0;100;5000.0;;
Apartamento;Pechincha;2;1;0;56;1200.0;306.0;
Apartamento;Barra da Tijuca;2;1;2;88;2350.0;1460.0;2219.0
Conjunto Comercial/Sala;Centro;0;0;0;62;1000.0;1266.0;167.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1600.0;728.0;
Apartamento;Botafogo;2;1;0;68;2600.0;680.0;
Apartamento;Copacabana;2;2;1;86;2800.0;654.0;270.0
Apartamento;Barra da Tijuca;3;2;1;70;1700.0;850.0;110.0
Loja/Salão;Ipanema;0;0;0;90;6800.0;1062.0;400.0
Casa;Inhaúma;1;0;0;40;550.0;;
Apartamento;Copacabana;1;0;0;60;2500.0;500.0;24.0
Apartamento;Barra da Tijuca;2;1;1;74;2500.0;796.0;222.0
Apartamento;Gávea;2;0;0;80;2700.0;700.0;130.0
Apartamento;Campo Grande;2;1;0;45;600.0;246.0;
Apartamento;Barra da Tijuca;2;1;1;69;2400.0;1105.0;130.0
Apartamento;Centro;1;0;0;40;1000.0;383.0;25.0
Apartamento;Vila Isabel;2;0;0;71;900.0;480.0;
Apartamento;Flamengo;2;1;1;85;2500.0;1200.0;
Apartamento;Campo Grande;2;1;0;46;650.0;306.0;
Apartamento;Barra da Tijuca;2;1;1;84;2300.0;1250.0;203.0
Apartamento;Barra da Tijuca;2;1;1;70;1700.0;1150.0;1899.0
Apartamento;Leblon;2;0;0;53;2250.0;730.0;165.0
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2000.0;920.0;152.0
Apartamento;Riachuelo;1;0;1;40;1100.0;229.0;
Casa;Campo Grande;1;1;0;50;800.0;;
Apartamento;Barra da Tijuca;2;1;2;84;2500.0;1510.0;279.0
Loja/Salão;Campo Grande;0;0;0;96;1800.0;;
Apartamento;Catumbi;1;0;0;40;1000.0;146.0;
Apartamento;Laranjeiras;2;1;1;85;3300.0;1365.0;180.0
Loja Shopping/ Ct Comercial;Jacarepaguá;0;0;0;67;1600.0;920.0;199.0
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;87;8000.0;1650.0;
Apartamento;Tijuca;2;1;1;70;1600.0;800.0;
Apartamento;Ipanema;2;1;1;75;6500.0;1175.0;230.0
Apartamento;Vila Isabel;2;1;0;70;1400.0;720.0;80.0
Apartamento;Catete;1;0;0;50;2000.0;597.0;68.0
Conjunto Comercial/Sala;Centro;0;0;0;48;1000.0;650.0;119.0
Conjunto Comercial/Sala;Centro;0;0;0;56;500.0;1250.0;228.0
Apartamento;Recreio dos Bandeirantes;3;2;1;89;1650.0;1298.0;200.0
Apartamento;Recreio dos Bandeirantes;2;1;2;94;1300.0;965.0;
Apartamento;Ipanema;2;0;1;75;4700.0;476.0;120.0
Apartamento;Tijuca;2;0;0;83;1800.0;556.0;81.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;56;700.0;770.0;18.0
Conjunto Comercial/Sala;Centro;0;0;0;60;850.0;600.0;84.0
Apartamento;Copacabana;2;0;0;45;2800.0;450.0;30.0
Apartamento;Vila Isabel;2;1;1;80;1500.0;880.0;92.0
Apartamento;Copacabana;2;0;2;90;4800.0;680.0;
Casa;Guaratiba;3;1;3;60;1100.0;;
Conjunto Comercial/Sala;Tijuca;0;0;0;75;2200.0;1900.0;
Apartamento;Laranjeiras;2;0;0;80;2600.0;847.0;95.0
Apartamento;Barra da Tijuca;2;1;0;70;2200.0;1268.0;159.0
Apartamento;Ipanema;2;1;1;70;4900.0;1100.0;200.0
Flat;Ipanema;2;1;2;100;10000.0;3800.0;1192.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;65;1100.0;786.0;
Apartamento;Tijuca;2;1;1;100;2200.0;890.0;
Apartamento;Freguesia (Jacarepaguá);3;1;1;84;1900.0;460.0;104.0
Apartamento;Laranjeiras;2;0;0;56;1600.0;890.0;97.0
Apartamento;Méier;2;1;0;76;1300.0;697.0;86.0
Apartamento;Barra da Tijuca;2;1;0;58;1400.0;625.0;114.0
Conjunto Comercial/Sala;Cinelândia;0;0;0;52;900.0;1250.0;86.0
Apartamento;Copacabana;2;0;1;63;1900.0;707.0;126.0
Apartamento;Recreio dos Bandeirantes;2;1;1;64;2200.0;520.0;
Apartamento;Copacabana;2;0;0;70;2300.0;740.0;
Apartamento;Leblon;1;1;1;90;3300.0;1800.0;340.0
Apartamento;Botafogo;2;0;0;90;3000.0;910.0;140.0
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;2;0;70;2000.0;700.0;180.0
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;40;2450.0;560.0;505.0
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;50;2000.0;1789.0;224.0
Apartamento;Tijuca;3;1;0;93;3500.0;800.0;
Apartamento;Botafogo;1;1;0;70;2950.0;750.0;90.0
Apartamento;Penha;3;1;0;85;1200.0;400.0;
